date,site,province,district,predicted_total_visitors,statistical_capacity,vli_score
2027-03-02,Dambulla Cave Temple,Central,Matale,582,586,99.32
2027-03-02,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-02,Horton Plains (World's End),Central,Nuwara Eliya,650,270,240.74
2027-03-02,Jaffna Fort,Northern,Jaffna,373,867,43.02
2027-03-02,Kaudulla National Park,North_Central,Polonnaruwa,99,622,15.92
2027-03-02,Knuckles Conservation Forest,Central,Matale,367,846,43.38
2027-03-02,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-03-02,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,488,434,112.44
2027-03-02,Sigiriya Rock & Museum,Central,Matale,753,2161,34.84
2027-03-02,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,355,192,184.9
2027-03-02,Temple of the Tooth (Kandy),Central,Kandy,3331,1398,238.27
2027-03-02,Udawalawe National Park,Uva,Monaragala,350,854,40.98
2027-03-02,Wilpattu National Park,North_Western,Puttalam,348,750,46.4
2027-03-02,Yala National Park,Southern,Hambantota,2417,2133,113.31
2027-03-03,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-03,Dambulla Cave Temple,Central,Matale,584,586,99.66
2027-03-03,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-03,Horton Plains (World's End),Central,Nuwara Eliya,650,270,240.74
2027-03-03,Jaffna Fort,Northern,Jaffna,374,867,43.14
2027-03-03,Kaudulla National Park,North_Central,Polonnaruwa,96,622,15.43
2027-03-03,Knuckles Conservation Forest,Central,Matale,368,846,43.5
2027-03-03,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-03-03,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,489,434,112.67
2027-03-03,Sigiriya Rock & Museum,Central,Matale,755,2161,34.94
2027-03-03,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,356,192,185.42
2027-03-03,Temple of the Tooth (Kandy),Central,Kandy,3332,1398,238.34
2027-03-03,Udawalawe National Park,Uva,Monaragala,351,854,41.1
2027-03-03,Wilpattu National Park,North_Western,Puttalam,348,750,46.4
2027-03-03,Yala National Park,Southern,Hambantota,2432,2133,114.02
2027-03-04,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-04,Dambulla Cave Temple,Central,Matale,586,586,100.0
2027-03-04,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-04,Horton Plains (World's End),Central,Nuwara Eliya,650,270,240.74
2027-03-04,Jaffna Fort,Northern,Jaffna,376,867,43.37
2027-03-04,Kaudulla National Park,North_Central,Polonnaruwa,93,622,14.95
2027-03-04,Knuckles Conservation Forest,Central,Matale,370,846,43.74
2027-03-04,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-03-04,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,492,434,113.36
2027-03-04,Sigiriya Rock & Museum,Central,Matale,758,2161,35.08
2027-03-04,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,359,192,186.98
2027-03-04,Temple of the Tooth (Kandy),Central,Kandy,3335,1398,238.56
2027-03-04,Udawalawe National Park,Uva,Monaragala,354,854,41.45
2027-03-04,Wilpattu National Park,North_Western,Puttalam,351,750,46.8
2027-03-04,Yala National Park,Southern,Hambantota,2447,2133,114.72
2027-03-05,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-05,Dambulla Cave Temple,Central,Matale,589,586,100.51
2027-03-05,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-05,Horton Plains (World's End),Central,Nuwara Eliya,650,270,240.74
2027-03-05,Jaffna Fort,Northern,Jaffna,379,867,43.71
2027-03-05,Kaudulla National Park,North_Central,Polonnaruwa,91,622,14.63
2027-03-05,Knuckles Conservation Forest,Central,Matale,373,846,44.09
2027-03-05,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-03-05,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,495,434,114.06
2027-03-05,Sigiriya Rock & Museum,Central,Matale,760,2161,35.17
2027-03-05,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,361,192,188.02
2027-03-05,Temple of the Tooth (Kandy),Central,Kandy,3337,1398,238.7
2027-03-05,Udawalawe National Park,Uva,Monaragala,356,854,41.69
2027-03-05,Wilpattu National Park,North_Western,Puttalam,353,750,47.07
2027-03-05,Yala National Park,Southern,Hambantota,2459,2133,115.28
2027-03-06,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-06,Dambulla Cave Temple,Central,Matale,663,586,113.14
2027-03-06,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-06,Horton Plains (World's End),Central,Nuwara Eliya,652,270,241.48
2027-03-06,Jaffna Fort,Northern,Jaffna,452,867,52.13
2027-03-06,Kaudulla National Park,North_Central,Polonnaruwa,131,622,21.06
2027-03-06,Knuckles Conservation Forest,Central,Matale,446,846,52.72
2027-03-06,Mirissa (Whale Watching),Southern,Matara,506,208,243.27
2027-03-06,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,568,434,130.88
2027-03-06,Sigiriya Rock & Museum,Central,Matale,834,2161,38.59
2027-03-06,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,434,192,226.04
2027-03-06,Temple of the Tooth (Kandy),Central,Kandy,3359,1398,240.27
2027-03-06,Udawalawe National Park,Uva,Monaragala,429,854,50.23
2027-03-06,Wilpattu National Park,North_Western,Puttalam,426,750,56.8
2027-03-06,Yala National Park,Southern,Hambantota,2540,2133,119.08
2027-03-07,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-07,Dambulla Cave Temple,Central,Matale,667,586,113.82
2027-03-07,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-07,Horton Plains (World's End),Central,Nuwara Eliya,652,270,241.48
2027-03-07,Jaffna Fort,Northern,Jaffna,456,867,52.6
2027-03-07,Kaudulla National Park,North_Central,Polonnaruwa,129,622,20.74
2027-03-07,Knuckles Conservation Forest,Central,Matale,450,846,53.19
2027-03-07,Mirissa (Whale Watching),Southern,Matara,506,208,243.27
2027-03-07,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,572,434,131.8
2027-03-07,Sigiriya Rock & Museum,Central,Matale,838,2161,38.78
2027-03-07,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,438,192,228.12
2027-03-07,Temple of the Tooth (Kandy),Central,Kandy,3359,1398,240.27
2027-03-07,Udawalawe National Park,Uva,Monaragala,433,854,50.7
2027-03-07,Wilpattu National Park,North_Western,Puttalam,430,750,57.33
2027-03-07,Yala National Park,Southern,Hambantota,2546,2133,119.36
2027-03-08,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-08,Dambulla Cave Temple,Central,Matale,600,586,102.39
2027-03-08,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-08,Horton Plains (World's End),Central,Nuwara Eliya,650,270,240.74
2027-03-08,Jaffna Fort,Northern,Jaffna,389,867,44.87
2027-03-08,Kaudulla National Park,North_Central,Polonnaruwa,86,622,13.83
2027-03-08,Knuckles Conservation Forest,Central,Matale,383,846,45.27
2027-03-08,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-03-08,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,505,434,116.36
2027-03-08,Sigiriya Rock & Museum,Central,Matale,772,2161,35.72
2027-03-08,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,371,192,193.23
2027-03-08,Temple of the Tooth (Kandy),Central,Kandy,3344,1398,239.2
2027-03-08,Udawalawe National Park,Uva,Monaragala,366,854,42.86
2027-03-08,Wilpattu National Park,North_Western,Puttalam,363,750,48.4
2027-03-08,Yala National Park,Southern,Hambantota,2446,2133,114.67
2027-03-09,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-09,Dambulla Cave Temple,Central,Matale,602,586,102.73
2027-03-09,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-09,Horton Plains (World's End),Central,Nuwara Eliya,650,270,240.74
2027-03-09,Jaffna Fort,Northern,Jaffna,390,867,44.98
2027-03-09,Kaudulla National Park,North_Central,Polonnaruwa,84,622,13.5
2027-03-09,Knuckles Conservation Forest,Central,Matale,385,846,45.51
2027-03-09,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-03-09,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,507,434,116.82
2027-03-09,Sigiriya Rock & Museum,Central,Matale,774,2161,35.82
2027-03-09,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,373,192,194.27
2027-03-09,Temple of the Tooth (Kandy),Central,Kandy,3345,1398,239.27
2027-03-09,Udawalawe National Park,Uva,Monaragala,368,854,43.09
2027-03-09,Wilpattu National Park,North_Western,Puttalam,365,750,48.67
2027-03-09,Yala National Park,Southern,Hambantota,2466,2133,115.61
2027-03-10,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-10,Dambulla Cave Temple,Central,Matale,603,586,102.9
2027-03-10,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-10,Horton Plains (World's End),Central,Nuwara Eliya,650,270,240.74
2027-03-10,Jaffna Fort,Northern,Jaffna,391,867,45.1
2027-03-10,Kaudulla National Park,North_Central,Polonnaruwa,81,622,13.02
2027-03-10,Knuckles Conservation Forest,Central,Matale,386,846,45.63
2027-03-10,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-03-10,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,508,434,117.05
2027-03-10,Sigiriya Rock & Museum,Central,Matale,775,2161,35.86
2027-03-10,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,373,192,194.27
2027-03-10,Temple of the Tooth (Kandy),Central,Kandy,3345,1398,239.27
2027-03-10,Udawalawe National Park,Uva,Monaragala,368,854,43.09
2027-03-10,Wilpattu National Park,North_Western,Puttalam,365,750,48.67
2027-03-10,Yala National Park,Southern,Hambantota,2485,2133,116.5
2027-03-11,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-11,Dambulla Cave Temple,Central,Matale,606,586,103.41
2027-03-11,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-11,Horton Plains (World's End),Central,Nuwara Eliya,650,270,240.74
2027-03-11,Jaffna Fort,Northern,Jaffna,394,867,45.44
2027-03-11,Kaudulla National Park,North_Central,Polonnaruwa,80,622,12.86
2027-03-11,Knuckles Conservation Forest,Central,Matale,388,846,45.86
2027-03-11,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-03-11,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,511,434,117.74
2027-03-11,Sigiriya Rock & Museum,Central,Matale,778,2161,36.0
2027-03-11,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,376,192,195.83
2027-03-11,Temple of the Tooth (Kandy),Central,Kandy,3347,1398,239.41
2027-03-11,Udawalawe National Park,Uva,Monaragala,371,854,43.44
2027-03-11,Wilpattu National Park,North_Western,Puttalam,368,750,49.07
2027-03-11,Yala National Park,Southern,Hambantota,2505,2133,117.44
2027-03-12,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-12,Dambulla Cave Temple,Central,Matale,609,586,103.92
2027-03-12,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-12,Horton Plains (World's End),Central,Nuwara Eliya,650,270,240.74
2027-03-12,Jaffna Fort,Northern,Jaffna,396,867,45.67
2027-03-12,Kaudulla National Park,North_Central,Polonnaruwa,78,622,12.54
2027-03-12,Knuckles Conservation Forest,Central,Matale,391,846,46.22
2027-03-12,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-03-12,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,513,434,118.2
2027-03-12,Sigiriya Rock & Museum,Central,Matale,781,2161,36.14
2027-03-12,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,378,192,196.88
2027-03-12,Temple of the Tooth (Kandy),Central,Kandy,3349,1398,239.56
2027-03-12,Udawalawe National Park,Uva,Monaragala,373,854,43.68
2027-03-12,Wilpattu National Park,North_Western,Puttalam,370,750,49.33
2027-03-12,Yala National Park,Southern,Hambantota,2525,2133,118.38
2027-03-13,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-13,Dambulla Cave Temple,Central,Matale,682,586,116.38
2027-03-13,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-13,Horton Plains (World's End),Central,Nuwara Eliya,652,270,241.48
2027-03-13,Jaffna Fort,Northern,Jaffna,470,867,54.21
2027-03-13,Kaudulla National Park,North_Central,Polonnaruwa,118,622,18.97
2027-03-13,Knuckles Conservation Forest,Central,Matale,464,846,54.85
2027-03-13,Mirissa (Whale Watching),Southern,Matara,506,208,243.27
2027-03-13,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,587,434,135.25
2027-03-13,Sigiriya Rock & Museum,Central,Matale,855,2161,39.57
2027-03-13,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,452,192,235.42
2027-03-13,Temple of the Tooth (Kandy),Central,Kandy,3359,1398,240.27
2027-03-13,Udawalawe National Park,Uva,Monaragala,447,854,52.34
2027-03-13,Wilpattu National Park,North_Western,Puttalam,444,750,59.2
2027-03-13,Yala National Park,Southern,Hambantota,2614,2133,122.55
2027-03-14,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-14,Dambulla Cave Temple,Central,Matale,686,586,117.06
2027-03-14,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-14,Horton Plains (World's End),Central,Nuwara Eliya,652,270,241.48
2027-03-14,Jaffna Fort,Northern,Jaffna,473,867,54.56
2027-03-14,Kaudulla National Park,North_Central,Polonnaruwa,117,622,18.81
2027-03-14,Knuckles Conservation Forest,Central,Matale,468,846,55.32
2027-03-14,Mirissa (Whale Watching),Southern,Matara,506,208,243.27
2027-03-14,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,591,434,136.18
2027-03-14,Sigiriya Rock & Museum,Central,Matale,860,2161,39.8
2027-03-14,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,455,192,236.98
2027-03-14,Temple of the Tooth (Kandy),Central,Kandy,3359,1398,240.27
2027-03-14,Udawalawe National Park,Uva,Monaragala,450,854,52.69
2027-03-14,Wilpattu National Park,North_Western,Puttalam,447,750,59.6
2027-03-14,Yala National Park,Southern,Hambantota,2634,2133,123.49
2027-03-15,Adam's Peak (Sri Pada),Central,Nuwara Eliya,826,341,242.23
2027-03-15,Dambulla Cave Temple,Central,Matale,930,586,158.7
2027-03-15,Galle Fort,Southern,Galle,2161,897,240.91
2027-03-15,Horton Plains (World's End),Central,Nuwara Eliya,654,270,242.22
2027-03-15,Jaffna Fort,Northern,Jaffna,610,867,70.36
2027-03-15,Kaudulla National Park,North_Central,Polonnaruwa,111,622,17.85
2027-03-15,Knuckles Conservation Forest,Central,Matale,602,846,71.16
2027-03-15,Mirissa (Whale Watching),Southern,Matara,506,208,243.27
2027-03-15,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,786,434,181.11
2027-03-15,Sigiriya Rock & Museum,Central,Matale,1190,2161,55.07
2027-03-15,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,466,192,242.71
2027-03-15,Temple of the Tooth (Kandy),Central,Kandy,3363,1398,240.56
2027-03-15,Udawalawe National Park,Uva,Monaragala,575,854,67.33
2027-03-15,Wilpattu National Park,North_Western,Puttalam,571,750,76.13
2027-03-15,Yala National Park,Southern,Hambantota,3872,2133,181.53
2027-03-16,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-16,Dambulla Cave Temple,Central,Matale,637,586,108.7
2027-03-16,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-16,Horton Plains (World's End),Central,Nuwara Eliya,651,270,241.11
2027-03-16,Jaffna Fort,Northern,Jaffna,418,867,48.21
2027-03-16,Kaudulla National Park,North_Central,Polonnaruwa,73,622,11.74
2027-03-16,Knuckles Conservation Forest,Central,Matale,412,846,48.7
2027-03-16,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-03-16,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,539,434,124.19
2027-03-16,Sigiriya Rock & Museum,Central,Matale,815,2161,37.71
2027-03-16,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,394,192,205.21
2027-03-16,Temple of the Tooth (Kandy),Central,Kandy,3355,1398,239.99
2027-03-16,Udawalawe National Park,Uva,Monaragala,394,854,46.14
2027-03-16,Wilpattu National Park,North_Western,Puttalam,391,750,52.13
2027-03-16,Yala National Park,Southern,Hambantota,2661,2133,124.75
2027-03-17,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-17,Dambulla Cave Temple,Central,Matale,642,586,109.56
2027-03-17,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-17,Horton Plains (World's End),Central,Nuwara Eliya,651,270,241.11
2027-03-17,Jaffna Fort,Northern,Jaffna,421,867,48.56
2027-03-17,Kaudulla National Park,North_Central,Polonnaruwa,71,622,11.41
2027-03-17,Knuckles Conservation Forest,Central,Matale,415,846,49.05
2027-03-17,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-03-17,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,542,434,124.88
2027-03-17,Sigiriya Rock & Museum,Central,Matale,820,2161,37.95
2027-03-17,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,395,192,205.73
2027-03-17,Temple of the Tooth (Kandy),Central,Kandy,3355,1398,239.99
2027-03-17,Udawalawe National Park,Uva,Monaragala,397,854,46.49
2027-03-17,Wilpattu National Park,North_Western,Puttalam,394,750,52.53
2027-03-17,Yala National Park,Southern,Hambantota,2691,2133,126.16
2027-03-18,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-18,Dambulla Cave Temple,Central,Matale,639,586,109.04
2027-03-18,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-18,Horton Plains (World's End),Central,Nuwara Eliya,650,270,240.74
2027-03-18,Jaffna Fort,Northern,Jaffna,421,867,48.56
2027-03-18,Kaudulla National Park,North_Central,Polonnaruwa,69,622,11.09
2027-03-18,Knuckles Conservation Forest,Central,Matale,415,846,49.05
2027-03-18,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-03-18,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,541,434,124.65
2027-03-18,Sigiriya Rock & Museum,Central,Matale,817,2161,37.81
2027-03-18,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,395,192,205.73
2027-03-18,Temple of the Tooth (Kandy),Central,Kandy,3356,1398,240.06
2027-03-18,Udawalawe National Park,Uva,Monaragala,397,854,46.49
2027-03-18,Wilpattu National Park,North_Western,Puttalam,394,750,52.53
2027-03-18,Yala National Park,Southern,Hambantota,2687,2133,125.97
2027-03-19,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-19,Dambulla Cave Temple,Central,Matale,643,586,109.73
2027-03-19,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-19,Horton Plains (World's End),Central,Nuwara Eliya,650,270,240.74
2027-03-19,Jaffna Fort,Northern,Jaffna,424,867,48.9
2027-03-19,Kaudulla National Park,North_Central,Polonnaruwa,67,622,10.77
2027-03-19,Knuckles Conservation Forest,Central,Matale,418,846,49.41
2027-03-19,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-03-19,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,544,434,125.35
2027-03-19,Sigiriya Rock & Museum,Central,Matale,821,2161,37.99
2027-03-19,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,397,192,206.77
2027-03-19,Temple of the Tooth (Kandy),Central,Kandy,3356,1398,240.06
2027-03-19,Udawalawe National Park,Uva,Monaragala,400,854,46.84
2027-03-19,Wilpattu National Park,North_Western,Puttalam,397,750,52.93
2027-03-19,Yala National Park,Southern,Hambantota,2705,2133,126.82
2027-03-20,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-20,Dambulla Cave Temple,Central,Matale,717,586,122.35
2027-03-20,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-20,Horton Plains (World's End),Central,Nuwara Eliya,652,270,241.48
2027-03-20,Jaffna Fort,Northern,Jaffna,498,867,57.44
2027-03-20,Kaudulla National Park,North_Central,Polonnaruwa,108,622,17.36
2027-03-20,Knuckles Conservation Forest,Central,Matale,492,846,58.16
2027-03-20,Mirissa (Whale Watching),Southern,Matara,506,208,243.27
2027-03-20,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,618,434,142.4
2027-03-20,Sigiriya Rock & Museum,Central,Matale,895,2161,41.42
2027-03-20,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,463,192,241.15
2027-03-20,Temple of the Tooth (Kandy),Central,Kandy,3359,1398,240.27
2027-03-20,Udawalawe National Park,Uva,Monaragala,473,854,55.39
2027-03-20,Wilpattu National Park,North_Western,Puttalam,470,750,62.67
2027-03-20,Yala National Park,Southern,Hambantota,2791,2133,130.85
2027-03-21,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2027-03-21,Dambulla Cave Temple,Central,Matale,722,586,123.21
2027-03-21,Galle Fort,Southern,Galle,2160,897,240.8
2027-03-21,Horton Plains (World's End),Central,Nuwara Eliya,652,270,241.48
2027-03-21,Jaffna Fort,Northern,Jaffna,502,867,57.9
2027-03-21,Kaudulla National Park,North_Central,Polonnaruwa,107,622,17.2
2027-03-21,Knuckles Conservation Forest,Central,Matale,496,846,58.63
2027-03-21,Mirissa (Whale Watching),Southern,Matara,506,208,243.27
2027-03-21,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,623,434,143.55
2027-03-21,Sigiriya Rock & Museum,Central,Matale,900,2161,41.65
2027-03-21,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,463,192,241.15
